,RATING,CUT_COMMENT
13163,5.0,天才 雷 的 旧版 主脉 相同 而 细节 有所 变动 各有 味道 都 是 极好 的 我 更 爱 新版 雷 最终 脱罪 逍遥 有种 对 邪恶 高智商 的 褒奖 旧版 游艇 拖尸 的 结尾 惊奇 叹惋 且 五十年代 罗马 感觉 很妙 不纯 是 高高在上 的 天城 而 在 华丽 建筑 中透 着 家常 的 亲切感 那 渔市 就 跟 小时候 汕头 骑楼 差不多 现在 都 归于 消失 了 和 老婆 看
13164,4.0,仅仅 因为 德龙 那 摄人心魄 的 眼眸 本片 就 已 被 镌刻 在 了 影迷 们 的 柔软 内心 德龙 在 片中 贡献 了 他 男女 通杀 既 柔媚 率真 又 邪 魅 优雅 的 外表 和 精湛 的 演技 柔弱 中有 狠毒 克莱 芒 则 在 新浪潮 时期 贡献 了 继承 自 好莱坞 又 融入 了 欧洲 的 古典 与 浪漫气质 的 犯罪 悬疑片 克莱 芒 隐藏 自己 的 态度 提供 丰富 文本 且 呈现 人性 的 复杂
13165,4.0,long   time   agocannot   rememberwhen   indeed
13166,3.0,who   are   you   who   am   I
13167,1.0,据说 是 个 惊悚片 结果 看 的 我 昏昏欲睡 男主角 用 的 是 双反 镜头
13168,4.0,看到 一半 愣 是 没有 中文字幕 然后 找 英文 字幕 啃 下来 了 其实 跟 之后 的 雷利普 剧情 差不多 但是 演员 上升 了 不止 几个 档次
13169,4.0,莫里斯 荣内 神态 还 有点像 马特 达蒙
13170,4.0,给 四星 完全 是因为 我 被 女主角 迷住 了 没有 好莱坞 年轻 版 那么 商业 感 反倒 感觉 很 清爽 的 片子 无奈 中文 配音 版 哎
13171,4.0,The   talented   Mr   Delon   之前 还 担心 他 会演 悲 催 的 发际 线呢   24 岁 和 之后 30 岁 的 样子 都 一样 甩 那时 德龙 还是 罗密 订婚 的 矮油 这个 结局 我 我 多 希望 不是 这样 的 结局 啊 觉得 这部 德龙和播 更 像 了   bewus23f   TLF
13172,3.0,当初 看 这 片子 是因为 童自荣 的 配音 当然 看时 还是 无法 不 被 阿兰 德龙 俊朗 的 外形 吸引 这 是 我 看过 的 最早 的 雷 普利 潇洒 得 一塌糊涂 而 杀人 后 的 眼神 又 冷得 令人 发抖 简直 是 天生 杀手 啊 阿兰 德龙 因此 片 一举成名 确实 不难理解
13173,3.0,Alain   Delon 好像 现在 当红 的 小生 Zac   Efron 不同之处 是 前者 要 比 后者 帅 的 多
13174,2.0,D 好久没 看过 这么 清新 脱俗 的 脑 残装 逼 电影 了 每个 人 的 表演 都 装腔作势 的 令人作呕 一半 的 时间 在 表演 弱智 戏法 另一半 的 时间 用来 滔滔不绝 的 解释 弱智 戏法
13175,2.0,为了 让 弗里 曼 转正 如此 牵强 的 旧社会 特色 桥 都 搬出来 了   这 哪儿 是 魔术 片   特么 别搞 个 玄幻来 误导 小盆友 啊
13176,3.0,整部 都 踩 着 诡异 的 节奏感 充斥 着 江郎才尽 的 莫名其妙 然而 看着 纸牌 在 jesse 的 衣服 里 xiu 来 xiu 去 冲着 大雨 里 那句 stop 我 觉得 我 还 能 战迷妹 的 钱 真 好赚 TAT
13177,5.0,噗 第一次 看 4D 蛮 好看 的 呀 第一次 把 女角 塑造成 逗 逼 的 形象 把 之前 的 纯 科技 偷窃 行动 增加 了 魔术 的 特技 啥时候 去 伦敦 拍 的 啊 好 想 看 现场 卷毛 帅死 了
13178,4.0,我用 什么 来 逃离 这 荒野
13179,2.0,拍 成 短片 更 精彩
13180,2.0,青春 迷茫 叛逆 只是 不温不火 的 表现 很 不 到位
13181,4.0,结尾 比较 意外   所以 还 行
13182,3.0,你 上当 了 被 人 安排 了
13183,3.0,此片 哪里 惊悚 了 无论如何 四年 前 看 的 电影 至今 仍 对 那 一幕 风扇 吹动 的 纸页 在 地面 铺开 的 长裙 记忆犹新
13184,5.0,阿兰 德龙 的 长相 严重 影响 我 观影 特么 太美 了 果然 欧洲 第一 美男
13185,5.0,好 紧张 啊 爽 歪 了
13186,5.0,诞生 于 新浪潮 当道 的 60 年 的 传统 品质 杰作 Alain   Delon 美得 耀眼 演技 还 那么 神奇 配乐 果然 是 Nino   Rota
13187,4.0,表演 情节 场面 都 堪称 精良 尤其 最后 女孩 的 尖叫 划破 了 一切 道德 底线
13188,4.0,明 格拉 版 形式 上 就 像 圆滑 的 鹅卵石     老版 有种 法片 特有 的 野性 冲劲 与 优雅 的 融合   还 没 完全 失掉 新浪潮 的 反叛 劲   看起来 新版 更 细密 地织 进 了 更 多 人物 心理   其实 前者 有 的 后者 未必 没有   只不过 更 隐蔽   它 要 你 通过 人物 行动 感受 其 心理       杀人 后 海上 颠簸   搬 尸时 的 狼狈   行动 的 强烈 如此 直达 观众 内心   镜头 只是 旁观   不 拆解
13189,4.0,阿倫 狄龍個 小妖 王持 靚行 兇 啦 一開始 還以 為 他 愛他 呢 大意 了 怒海 的 部分 很 有些 大海 盜狄式 的 美 趴 小船 又 很 像 叛逆 姜式 的 美下 到 的 是 上 譯廠 配音 版 但童 自榮 我 可以 十分 可以
13190,4.0,之所以 喜欢 这个 系列 是因为 导演 总是 给 卷毛 很多 耍帅 的 镜头 并且 真的 很帅
13191,3.0,这 系列 胜 在 新鲜感 和 趣味性 这部 把 重点 放到 故事 设计 上 带来 的 魔术 奇观 炫 但 少于 上部 关键 这 故事 还 挺 粗糙 精彩 魔术 基本 都 在 预告 里 周董 角色 不是 一般 的 尴尬 片里 表演 的 观众 不明 所以 瞎 欢呼
13192,4.0,澳門 周杰倫 的 戲份 好 牽強   改成 別 的 會 好 很多   ps   熱門 評論 裡裡 差 評刷 得 好 厲害   嚇人 哦
13193,2.0,全程 看时 内心 都 在 想 博士 怎么 还 不变 身 绿巨人 你 的 怒气 明明 已经 很 高 了 变身 冲出去 击败 这群人 以及 哈利 怎么 还 不用 魔法 身处 麻瓜 世界 里 的 你 丧失 斗志 了 么
13194,2.0,其实 挺难 想象 在 拥有 一 帮子 这么 聪明 机灵 的 卡司 的 情况 下 可以 拍 出 这么 蠢 的 类型 电影 制片方 的 心声 money   we   want   quick   money
13195,4.0,大牌 云集 都 快变 科幻片 了
13196,4.0,the   guy   acts   goodadd   point
13197,3.0,一个 拿 着 一百万 却 不 知道 怎么办 的 苦 逼 男
13199,3.0,what   you   are   and   what   you   like   are   all   nothing   what   you   are   like   is   everything
13200,3.0,她 最 喜欢 的 唇膏 颜色 是 cherry   crush 无怪乎 一个 学 大提琴 的 女孩子 会 打扮 得 像 个 风尘 女子 他 看 上 她 大概 是 看 上 她 骨子里 的 狐媚 吧 按照 轨迹 成长 真的 有点 无聊 可是 在 爱好 中 迷失 了 自我 后悔 又 有 什么 用 呢 一个 拿 着 一百万 却 无所适从 的 失足 少年 又 该 怎么办 结局 很 好 值得 思考
13201,2.0,女 的 丑
13202,3.0,魔术 不够 好看 或者说 魔术 根本就是 陪衬 一般 魔术 电影 都 会 设局 反转 但 本片 转 得 不够 精彩 很多 讲 不通 的 地方 一言不合 就 催眠 而且 手法 极 不 科学 周董 的确 不是 酱油 但 没有 说 清 天眼 的 来头 ost 还行 魔术 店 的 老婆婆 圈粉 英文 比 中文 溜
13203,3.0,很 好 的 题材 很 好 的 演员阵容 结果 拍 出来 的 效果 却 不是 很 好 的
13204,2.0,只有 最后 在 伦敦 的 那段 能 看 前面 太 沉闷 太 冗长 了 中午 去 看 我 的 两个 同事 中间 都 睡着 了 比 1 差 虽然 1 烂尾 了 但是 非常 炫酷 但是 这 一部 连炫酷 这个 优点 都 没 了 表白 卷西 虽然 电影 不 好看 靠 卷 西 的 颜值 就 能值 回 票价 了 周董 打了个 酱油 哈利波 特 真是 矮
13205,1.0,配乐 和 主题曲 还 不错 仅此而已
13206,3.0,魔术 部分 比例 下降 人物 刻画 增加 雨滴 魔术 还是 挺 震撼 的 反派 在 强 一点 应该 会 比较 有趣 反转 显得 有些 强行 对 了 还有 杰伦小 公举
13207,2.0,这是 一部 背景 有 澳门 有 周杰伦 和 中国 菜 的 好莱坞 电影 而且 这次 猥琐 的 反派 竟然 还是 哈利波 特 作为 一部 狗尾续貂 之作够 爆米花 也 够 吸引 眼球 可惜 全片 居然 毫无 高潮 讲 了 一个 并 不 精彩 且 毫无 逻辑 的 故事 只能 说 尼玛 实在 太 商业 了
13208,3.0,话 痨片
13209,3.0,3 天 时间 或者 向 警方 交代 事情 或者 拿 着 钱 离开 离开 现在 的 生活 离开 说 拥有 的 一切 画面 还 行 剧情 一般
13210,4.0,我 想到 了 syang 同学
13211,3.0,艺术 电影 么   我 看着 累
13212,4.0,相当 吸引 人 最后 也 不 给 你 一个 结局
13213,4.0,又 是 一个 Femme   fatale 的 film   noir
13214,4.0,里面 的 OST 不错
13215,2.0,那 时候 刘青云 选片 好像 是 不 看 剧本 的 什么 烂片 都 接
13217,3.0,看过 一点
13218,2.0,看来 以后 要 绕开 刘青云 看 电影
13219,3.0,本来 就是 过节 尽孝 电影 随便 看看   看 完 竟然 还 跟 我 爸 就 周杰伦 牛 逼 还是 汪峰 牛 逼 吵 了 一架   ˍ   心累   不想 再 回忆 这部 片
13220,4.0,就 喜欢 这种 看 电影 的 时候 全程 都 跟着 剧情 跑 生怕 不 小心 自己 没看 懂 的 片子
13221,3.0,以为 是 boss 战打 完 了 才 发现 其实 是 新手 教学 关
13222,1.0,真是 一坨
13224,3.0,互相 隐瞒 吧
13225,2.0,讲 的 什么 完全 跑题 剧情 烂俗
13226,3.0,突然 在 电视 里 回顾 了 这部 电影 很 喜欢 刘嘉玲 在 剧中 演 的 那种 潇洒 女人 的 感觉 七年之痒 是 一个 值得 考验 的 时间段
13227,3.0,电视 上 看 的 傻傻的
13228,2.0,剧情 有点 乱   谁 和 谁 在 一起 我 都 没 弄清楚 七年之痒 指 的 不是 老婆 么 结果 原配 就 没 出现 几分钟 应 采儿 当年 真是 漂亮
13229,4.0,to   have   but   not   to   hold
13230,3.0,潘志文 真是 很会 哄人 应 采儿 真是 青春 靓丽
13231,2.0,显然 文不扣题 一看 题目 以为 女主角 是 他 老婆 呢 他 和 刘嘉玲 好 又 和 七年 有 什么 关系
13232,3.0,有 的 人用 一辈子 的 努力 也 要 一起 生活 有 的 人 却 宁愿 付出 生命 也 要 分开
13233,5.0,双星 情歌 那段 很 难忘   夜幕降临   香港 的 街 上演 着 多少 老小 情侣 的 故事
13234,4.0,那狗长 得 太丑 了
13235,5.0,很 喜欢 里面 的 刘青云 贴切
13236,3.0,原来 那个 时候 刘嘉玲 就 老 了 不过 还是 很 有 味道
13237,3.0,结尾 烂 屎
13238,3.0,前面 铺垫 不错 但 总 感觉 差 那么 一点 味道
13240,2.0,挺久前 看 的 隐约 记得 剧情 云里雾里 还 有点儿 狗血
13241,3.0,其实 气氛 渲染 的 还是 不错 的 尤其 是 那 阴雨连绵 的 城市 风情 而且 前半段 剧情 不错 可惜 后面 简直 low 到 爆 我 还 以为 是 什么 大 事件 结果 是 20 公斤 海洛因 引发 的 血案 还 什么 奇葩 宗教 手势 那么 搞笑 2333
13242,3.0,影片 几乎 都 笼罩 在 一种 潮湿 的 恐惧 中 连绵不断 的 大雨 几乎 贯穿 整个 电影 完全 套用 经典 惊悚片 的 手法 比如 七宗罪 名字 起得 很大
13243,3.0,那首 插曲 真 好听 啊
13244,2.0,虎头蛇尾 晦暗 视 效法 式 拖沓 节拍 错乱 不知所云 有 短评 说得好 理解 不了 法国电影 的 叙事 逻辑 正如 湾湾片 是 我 的 沼泽 法片 则 是 我 的 破 袜子 谁 说 世界 会 大同 的 即 如 电影 真的 可以 明显 地 看出 各个 不同 民族 骨子里 的 文化差异
13245,5.0,阴暗 压抑 的 氛围 我 最 喜欢 了
13246,3.0,CCTV6
13248,3.0,有点 小乱
13249,3.0,RMVB   收藏
13250,3.0,蓝色 的 故事 要 好 一点
13251,3.0,不如 暗流 啊
13252,4.0,一层 又 一层 雷诺 大叔 无极限 啊
13255,4.0,我 觉得 还 蛮 好看 的 挺 紧张 滴
13256,4.0,画面 很盖 值得一看 吧
13257,4.0,能 看到 古根海姆 博物馆 内 的 枪战 就是 影片 的 独到之处 20100913
13258,2.0,乱糟糟 的 线索 以及 人设 情节 发展 的 过于 不 紧凑
13259,3.0,没什么 意思 要 动作 没 动作 要 悬疑 没 悬疑 连 阴谋 都 算不上
13260,3.0,故事 过于 平淡 场面 却 无 爆点 这种 故作 深沉 的 商业 电影 是 最 浪费 观众 感情 的 了
13261,2.0,看过 两遍 都 记不起 自己 看过
13262,3.0,610 错踪 复杂 的 利益 关系 玩得 太 深沉 无论是 冷峻 肃杀 的 叙事 氛围 爆米花 的 商业 动作 都 不 达标 射坠 天窗 逃生 集市 屋沿 追踪 两场 能 看出 想 效仿 谍影 重重 无奈 导演 被 文艺 架子 绑 死 了 再说 孤胆 特工 战天斗地 的 类型 样板 太普通 了 按 套路 最后 把 证据 交给 媒体 大可 完事 这次 帮倒忙 消灭 傀儡 的 收尾 没烂俗 挺 好
13263,3.0,在 地铁 里 用 ipod 将 它 看 完 了 电影 本身 很 一般 看到 纽约 很 亲切 差不多 唯一 没去 的 Guggenheim 里头 这次 算是 看到 了 那场 恶打 啊 Clive   Owen 口音 蛮 好听 我 喜欢 Istanbul 真有 味道 想 去
13264,3.0,向 弗里茨 朗 致敬 汤姆 提克威 的 千只 眼 httpswwwdoubancomnote299492062
13265,2.0,"正如 片名 这是 英特尔 哪行 呢 的 片子 去 了 好几个 国家 但 真 有 兴趣 抽丝剥茧 刨根问底 较 真的 人 估计 得 失望 片子 压根 也 没 打算 给 你 答案 是 个 非 典型性 侦破 片 娱乐 指数 也 不 高 
 里面 涉及 的 一些 建筑物 场景 都 挺酷 的"
13266,3.0,虽然 得 说 tykwer 干得 不错 但 实在 对 这种 设定 不感兴趣
13267,2.0,TheInternationalREPACK720pBlurayx264HUBRIS
13268,2.0,结尾 太监 了
13269,3.0,bank   debtcontrol
13270,3.0,"说 了 不怎么 favourclive 他 偏偏 就 曝光率 暴增 
 影响 整个 质量"
13271,3.0,开头 的 时候 搞 得 声势浩大 的 样子 结尾 呢 却 又 是 匆匆 结束 一笔带过 总之 虎头蛇尾 没有 太多 的 新意
13272,3.0,葛 大爷 课上 给 看 的 片   纯当 修养 生息 好 了     lll
13273,3.0,其实 还 一般 了 没 那么 差
13274,4.0,这是 一部 名副其实 的 正剧 一部 感觉 很 好看 却 略显 沉闷 的 片子
13275,3.0,一个 人 终究 是 扳 不过 一个 组织 的
13276,5.0,依稀 看到 勒卡 雷 和 格林 的 影子 21 世纪 这种 片子 真不多 了 柏林墙 已到 20 年 世界 两大阵营 日渐 融合 可 个人 和 体制 的 对抗 依旧 继续 这部 电影 好不好 其实 全 在于 你 信不信
13277,3.0,虽然 和 gloria 还是 有些 差距 但 贝宁 此次 演出 还是 值得 一个 提名 贝尔 甚至 even   better   than 贝宁
13278,4.0,雖然 感情 老生 常談 但 回溯到 回光 的 好萊塢 時代車 窗外 影聲 片段 的 回顧 昔日 的 風華 今日 的 病容 時代 消逝 的 感傷 對 應 至 人物 身上 然而 身邊 仍 有摯 愛之人 在 旁照 顧班寧 的 演技 太 值得 獲 提名 只是 奧斯卡 每次 都 視 而 不見 英式 味 濃厚   37
13279,3.0,不該 有 期待 果然 失望 了 系列 沒 想到 這麼 大路 且 普通
13280,4.0,温暖 又 深情 的 电影 不经意 间 流露 的 感情 浪漫 又 让 人 心碎 贝宁 阿姨 太 厉害 了
13281,5.0,天呐 这 是 什么 魔法 无比 细腻 无比 动人 甜蜜 又 绝望 让 荧幕 外面 对 这段 忘年恋 产生 一丝 怀疑 的 你 羞愧 贝宁 阿姨 举手 头足 娇俏 可爱 又 神秘 迷人
13282,3.0,前半段 蛮有意思 后面 就 戳 不到 了
13283,5.0,Two   is   better   than   one
13284,4.0,温柔 感人 暖化 人心 的 电影
13285,4.0,OMG 动人 的 老少 恋
13286,3.0,日落 大道 的 反面   勉勉强强
13287,3.0,冲着 利物浦 来 的 没想到 听到 熟悉 的 口音 感觉 还 很 亲切 呢 me   mama   哈哈哈 哈哈 爱情真 好 我 也 有 嘻嘻 嘻
13288,4.0,深情 而 无奈
13289,4.0,我 看 的 第 100 部 英国 电影 喜欢 尾声 他们 坐在 剧场 说 莎士比亚 的 台词 还有 贝宁 视角 回忆 两人 争吵 很 感人 感觉 男主 贝尔 演得 真好   最爱 他 最后 望 着 贝宁 离开 的 镜头
13290,4.0,心碎 好 的 爱情片 都 是 文学性 的
13292,5.0,开场 太漂亮 衬得 前半段 好 无趣 忽然 就 好 上 了 后半段 很 喜欢 戏院 那场 太 浪漫 太有 质感 了 反正 有 被 打动 贝宁 阿姨 怎么 能 这么 棒
13293,3.0,平庸 啊 也 难怪 在 颁奖 季没 水花 看 之前 以为 是 女 主戏 结果 发现 男主才 是 戏份 最多 的 哪 一个
13294,4.0,老牛 吃 嫩草 的 故事 好 羞羞 但是 拍 得 好感 人 贝宁 阿姨 一 娇羞 扮 少女 我 全身 鸡皮疙瘩 都 起来 了 这部 片 再次 证明 我家 铃铛 是 个 好 演员
13295,4.0,意外 也 不算 意外 贝宁 这 几年 在 选片 方面 真的 是 太棒了
13296,3.0,喜欢 贝尔 那段 带劲 的 disco
13298,4.0,A   la   fois   1   d é nonciation   du   syst è me   de   corruption   et   1   t é moignage   de   limpuissance   face   à   cette   d é rivecette   relecture   en   film   social   dHamlet   transpos é   dans   1   Japon   dapr è s   guerre   b é n é ficie   d1   dramatisation   ficel é e   et   d1   mise   en   sc è ne   subtile     jalonn é e   dellipses
13299,5.0,拍 現代 也 超 好看 充分 展現 黑澤明 大師 風範劇 作夠 直白 夠諷 刺 但 太 令人 絕望 了 看 完 後 心情 不是 很 好 當時會 不受 觀眾 歡迎 也 不 奇怪 了
13300,4.0,当代 版 王子 复仇记 最终 却 以 王子 败北 恶汉 甜梦 而 告终 日本 版 官场 现形记 弃 卒 保车弃 车保帅 不断 上演 小人物 的 夹缝 人生 每个 人 都 在 利用 与 被 利用 之间 挣扎 黑泽明 的 镜头 太 完美 了 现代戏 依旧 精彩 最 厉害 的 是 这个 反转 实在 措手不及
13301,5.0,已经 忘 了 上 一部 让 我 看到 手脚冰凉 的 电影 是 什么 黑泽明 冷峻 起来 简直 让 观众 如坠 深渊 把 豪门 复仇记 处理 得 如此 高级 叙事 逻辑 完全 自洽 又 险象环生 近乎 完美 的 电影 我 理想 中 的 电影 抽丝剥茧 严丝合缝 又 游刃有余 的 电影 景深 站位 构图 配乐 表演 结构 可以 被 细化 拆解 而 全然 不失 魅力 的 电影 体现 电影 技术 与 情感 相辅相成 互为表里 的 电影 改编 哈姆雷特 毫无 斧凿痕迹 将 原作 核心 与 日本 社会现状 做 最 深层 的 熔铸 确实 有 黑色 电影 风格 但 没有 任何 模式化 的 搬演 绝望 悲哀 激愤 又 无能为力 但是 只要 善良 之 心不死 抗争 就 不会 停止 天皇 社会 电影 的 牵引力 太过 强大 排山倒海 之势 不输 天国 与 地狱
13302,5.0,扣人心弦 的 故事 其实 感觉 绪形 拳演 男主 更 合适
13303,5.0,看 黑泽明 的 电影 总有 一种 看 在 你 调度 构图 分镜 造型 这么 牛 逼 的 份 上 姑且 听 你 几句 大道理 的 感觉
13304,4.0,79   其实 用不着 花 这么 多 篇幅 去 解释 并 正义 化 主角 的 复仇 动机 因为 这 显然 不是 本片 精华 之 所在 主线 作为 一个 复仇 题材 的 犯罪 片 也 并 不 出彩 但 就算 故事 不 出彩 黑泽明 对 主要 角色 的 刻画 依然 是 十分 真实 深入 而 有力 的 对于 贪腐 官商 的 刻画 入木三分 此外 就是 黑泽明 标志性 的 第一幕 建立 段落 十分 高效 与 吸引 注意力
13305,5.0,藏 在 黑泽明 那么 多 大名鼎鼎 的 片子 后面 的 小 名气 大 惊喜 日本 版 的 哈姆雷特 或 基督山 伯爵 一个个 镜头 场景 道具 都 非常 到位 比如 开始 阶段 那个 房子 形状 的 蛋糕 不过 最后 的 结局 有点 太 绝望 了
13306,5.0,冲田修 一大 东亚 安德森
13307,3.0,11 区 大妈 没有 广场 舞 就 变得 要 治愈 了
13308,5.0,大妈 们 一路 小跑 终于 站 在 了 负离子 瀑布 前 的 那 一幕 蜜汁 感动 希望 我 四十岁 以后 也 能够 不 被 生活 所 压垮 仍然 怀揣 着 一颗 年轻 的 心
13309,4.0,有意思 小 成本 电影 的 拍摄 典范 看似 无心 似 有心 大妈 个个 少女 心想 起荻 上 直子 的 眼镜 小 感悟 日本 大妈 就是 笨 出门 不带 小 音箱 烦闷 无聊 广场 舞 怎么 说 随时随地 解千愁 健身 减肥 兼 丰乳 开 到 蹦蹦 蹦 大 音量 深 山野 岭 也 不 掉队 不 掉队
13310,5.0,构图 是 上乘 人物 内心 的 焦灼 牵动 着 观众 的 情绪 压抑 绝望 充斥 着 战后 日本 人 精神 世界 就 好比 军工厂 的 废墟 里 发生 着 掩盖真相 的 一些 列 伎俩 结局 是 悲剧 的 黑泽明 这 一次 的 结局 是 我 所 期望 的 有 豹 尾 般的 的 利落 以及 力量感 一个 简单 的 故事 在 黑泽明 的 镜头 下则 是 一副 险象环生 剑拔弩张 的 饱满 戏剧
13311,3.0,黑泽明 式 的 黑色 悬疑片 比起 现在 快节奏 的 悬疑片 来说 有些 清汤寡水 了 穿 西装 的 三船 感觉 壮 了 不少 这部 里 他 内心 戏 比较 多演 得 比较 内敛 不像 多 襄丸们 一样 龇牙咧嘴 了
13312,3.0,710 整体 无节制 的 刻意 拖 踏 是 由 匠气 过剩 造成 的 老 黑 对 宽 屏 和 画外音 结合 使用 越发 娴熟 空间 内 群像 调度 产生 出 矛盾 的 凝重 令人难忘 然而 过分 着墨 在 细节 抖露 和 人物 塑造 心灵史 上 悬疑 类中 惊险 波折 的 推理 犯案 从来 比 这种 冗长 繁琐 的 信息 展示 更 吸引 人 惩恶 必 先 自我 黑化 过程 中 任何 良心发现 则 使 被 反倒 一把
13313,5.0,42 开片 20 分钟 婚礼 段落 的 调度 和 教父 真有 一 拼 绝对 是 场面 调度 和 动态 构图 的 经典 段落 简单 的 钢琴 键音 做 伴奏 丧礼 段落 车里 车 外 音乐 的 对比 强调 大量 黑泽式 标志性 动态 构图 创作者 要 研究 太多 都 写 拉片 笔记 里面 了 故事 上 政治 黑幕 的 胜利 和 个人 的 悲剧 对比 很 有 震撼力 部分 构图 隐喻 了 结局
13314,5.0,1   黑泽明 天才 大师 精准 老道 但 不 俗气 2   日本 那 时候 的 政商 关系 被 他 一层层 的 扒皮 非常 无情 冷酷 3   结尾 也 不落俗套 他 是 现实主义 的 4 画面 人物 布局 走位 都 精心 规划 好 完全 是 油画 构图 5 无可挑剔
13315,4.0,TheBadSleepWell
13316,3.0,虽说 有点儿 戏 和 做作 但 欧巴酱 旅行 天团 还是 触到 了 旅行 的 真意
13317,3.0,冲田修 一善 拍 平淡 流年 里 的 人生 真谛 这部 亦不例外 剔除 戏剧化 因素 此片 更 靠近 啄木鸟 和 雨 怀念 2012 年 SIFF 的 日片 人物 之间 不无 冷 幽默 的 互动 如 涓涓细流 终见 肆意 奔流 的 瀑布 喜欢 去 哪儿 就 去 哪儿 真好 啊
13318,4.0,挺 可爱 美好 的 你 会 发现 那些 你 以为 讨厌 跟 你 合不来 的 人 只要 你 去 了解 去 发现 每个 人 都 有 独一无二 的 美 和 故事 然后 在 大自然 中当 你们 不再 是 个 社会 人 而是 个 自然人 的 时候 就 可以 自 在 美好 地 共处 了 不论 在 什么 年纪 都 可以 保持 纯真 都 有 权利 哭 笑 去 喜欢 去 的 地方 感受 生命 中 美好 的 一切 看笑 也 看 哭 了
13319,5.0,有意思
13321,3.0,也 就 勉强 及格 吧 虽说 企划 真的 不错 素人 演员 们 表现 也 比较 好 题材 也 非常 独特 但是 剧作 问题 真的 很大 啊 中老年 妇女 的 少女 心 确实 是 拍 出来 了 然而 无论是 迷路 还是 露宿 的 可信性 都 很 低 各自 的 性格 与 技能 又 是 为了 展示 而 十分 刻意 地去 演给 观众 看 保持 了 冲田修 一 一贯 的 尴尬 喜剧 风格
13322,4.0,连同 横道 冲田修 一 真是 感动 常 在 的 高级 植入 玩家 最后 的 去 看 瀑布 确实 提升 了 整部 电影 的 可 回味 之 处 虽然 它 那么 小 虽然 细 想 之下 迷路 有些 缺乏 现实 根基
13323,4.0,公务员 系列 日本 的 企业 文化 真是 耐人寻味 最 喜欢 婚礼 戏 爱情 让 人 软弱 但 并 不是 坏事
13324,4.0,大师 用 悲凉 的 结尾 更加 有力 的 控诉 了 社会 的 黑暗
13325,4.0,ま ぁ ち ょ っ と 甘 い な ぁ
13326,5.0,还是 喜欢 坏蛋 睡得 最香 这个 译名 比 当年 看 vcd 更为 震撼 楼梯 上五人 的 对峙 战后 废墟 的 荒凉 几场 闹鬼 的 光影 都 尽显 电影 的 魅力 悲剧 英雄 原来 脱胎 自 哈姆雷特 谢谢 沙丹 的 讲解 佐藤 胜 的 配乐 突出
13327,4.0,黑泽明 的 哈姆雷特 与 天国 与 地狱 野良犬 一样 同 属于 黑泽民 社会 犯罪 电影 调度 和 构图 依然 是 一流 但 剧作 上 并 不 完美
13328,4.0,冲田修 一好 棒 而且 感觉 和 安德森 很 像 有趣 又 细致 的 拍摄
13329,5.0,雪姑七友 的 故事 来到 新泻 县 的 山中 瀑布 变成 七个 大妈 lost   在 荒山野岭 城市 人 赖以 逃避 生存 的 保护 罩 通通 失效 与世隔绝 的 危机 袭 来 惊慌 过后 却 发现 被 遗忘 的 真 我 被 世界 逐渐 遗忘 抛弃 的 她们 重新 唤醒 内心 的 白雪公主 瀑布 的 景色 是否 美丽 早已 不 重要 这 一刻 的 领悟 让 身边 万象 变成 世外桃源
13330,3.0,落俗
13331,4.0,看 的 时候 就 感觉 有 可能 是 素人 没 职业 演员 的 油腻感 又 大多 用 了 中 远景 脑补 了 一下 中国 版全 是 宁静 许晴 吕丽萍 什么 的 大概 是 花儿 与 少年 大 电影吧
13332,3.0,两星 半   依然 挺 生活 的 但 也 依然 不 喜欢
13333,5.0,山 滝 少女 た ち 一期 一会 の 一泊 二日 青春 の 修学 旅行 人生 の 美 し さ と 不思議
13334,3.0,愿 我 四十岁 后 依旧 像 纯纯 一样 有颗 无处 安放 的 少女 心
13335,4.0,除了 最后 有点 刻意 中间 都 挺 可爱
13336,4.0,有点 萌
13337,4.0,冷门 佳片 封面 还 以为 是 阿汤哥
13338,3.0,74
13339,5.0,公路 犯罪 悬疑片
13340,4.0,可以 看
13341,3.0,片名 翻译 的 好 囧
13342,4.0,非常 不错 的 冷门 片 很 紧张 的 剧情
13343,3.0,莫妮卡
13344,4.0,爬车 那段 和 最后 公路 追击 堵截 很 紧张 老 片子 拍 的 挺不错 男 主演 技 很棒
13347,3.0,怎么 会起 这么 个 名字
13348,3.0,比较 惊心动魄 看过 这个   同时 也 看过 无人区 的 朋友 们 或许 可以 发现 两个 影片 中 的 零星 相似之处
13350,3.0,不是 叫 刺激 1997
13352,5.0,慢慢 的 绷紧 你 的 神经 最后 在 让 你 痛快淋漓 的 宣泄 出来
13353,4.0,在 一个 无聊 的 夜晚 看看 觉得 非常 惊险刺激
13354,4.0,熬过 前 十分钟 悬疑 迭起 超级 好看 这部 电影 告诉 我们 男人 真的 要 结实 点
13355,4.0,三星 半 悬疑 成分 还 行动 作 场面 比较 泄气
13356,4.0,不要 相信 陌生人
13357,2.0,不 出 意料 这是 一部 糟糕 的 电影 就 像 达科塔 范宁 从始至终 的 丰腴 和 美丽 妆容 一样 化个 白血病 晚期 的 妆 毁 下容会 死 吗 范宁 姑娘 以为 自己 在 演 校园 青春片 呢 就 别提 那 几个 死前 的 心愿 了 很 难 让 人 想 明白 这个 老生常谈 主题 俗套 的 片子 想 表达 点 什么 及时行乐 大爱 一场 然后 死而无憾 吗 好 在 摄影 还 挺 精美
